from_station_code,Train_name,zone,chair_car,second_ac,first_ac,first_class,third_ac,sleeper,total no of classes ,from_station_name,number,arrival,departure,return_train,to_station_code,to_station_name,duration_m,duration_h,type,distance
,,,,,,,,,,,,,,,,,,,,
JBN,Jogbani Katihar Passenger,NFR,0,0,0,0,0,0,,JOGBANI,55738,15:15:00,12:50:00,55739,KIR,KATIHAR JN,25,2,Pass,108
,,,,,,,,,,,,,,,,,,,,
KIR,Katihar Jogbani Passenger,NFR,0,0,0,0,0,0,,KATIHAR JN,55739,15:35:00,12:10:00,55740,JBN,JOGBANI,25,3,Pass,108
,,,,,,,,,,,,,,,,,,,,
JBN,Jogbani Katihar Passenger,NFR,0,0,0,0,0,0,,JOGBANI,55740,19:40:00,16:25:00,55741,KIR,KATIHAR JN,15,3,Pass,108
,,,,,,,,,,,,,,,,,,,,
KIR,Katihar Jogbani Fast Passenger,NFR,0,0,0,0,0,0,,KATIHAR JN,55741,18:00:00,14:55:00,55740,JBN,JOGBANI,5,3,Pass,108
,,,,,,,,,,,,,,,,,,,,
KIR,Katihar Jogbani Passenger,NFR,0,0,0,0,0,0,,KATIHAR JN,55743,20:55:00,17:30:00,55744,JBN,JOGBANI,25,3,Pass,108
,,,,,,,,,,,,,,,,,,,,
JBN,Jogbani Katihar Passenger,NFR,0,0,0,0,0,0,,JOGBANI,55744,06:20:00,03:35:00,55743,KIR,KATIHAR JN,45,2,Pass,108
,,,,,,,,,,,,,,,,,,,,
NJP,New Jalpaiguri Bamanhat Passenger,NFR,0,0,0,0,0,0,,NEW JALPAIGURI,55745,21:44:00,21:18:00,55746,AUB,ALUABARI ROAD,26,0,Pass,57
,,,,,,,,,,,,,,,,,,,,
AUB,Bamanhat New Jalpaiguri Passenger,NFR,0,0,0,0,0,0,,ALUABARI ROAD,55746,10:40:00,05:09:00,55745,NJP,NEW JALPAIGURI,31,5,Pass,306
,,,,,,,,,,,,,,,,,,,,
SGUJ,Siliguri Haldibari Passenger,NFR,0,0,0,0,0,0,,SILIGURI JN,55747,19:35:00,16:50:00,55748,HDB,HALDIBARI,45,2,Pass,63
,,,,,,,,,,,,,,,,,,,,
HDB,Haldibari Siliguri Passenger,NFR,0,0,0,0,0,0,,HALDIBARI,55748,10:15:00,07:30:00,55747,SGUJ,SILIGURI JN,45,2,Pass,63
,,,,,,,,,,,,,,,,,,,,
NJP,New Jalpaiguri Haldibari Passenger,NFR,0,0,0,0,0,0,,NEW JALPAIGURI,55749,11:05:00,09:15:00,55750,HDB,HALDIBARI,50,1,Pass,56
,,,,,,,,,,,,,,,,,,,,
HDB,Haldibari New Jalpaiguri Passenger,NFR,0,0,0,0,0,0,,HALDIBARI,55750,13:35:00,11:45:00,55749,NJP,NEW JALPAIGURI,50,1,Pass,56
,,,,,,,,,,,,,,,,,,,,
NJP,New Jalpaiguri Haldibari Passenger,NFR,0,0,0,0,0,0,,NEW JALPAIGURI,55751,15:25:00,13:20:00,55750,HDB,HALDIBARI,5,2,Pass,56
,,,,,,,,,,,,,,,,,,,,
HDB,Haldibari New Jalpaiguri Passenger,NFR,0,0,0,0,0,0,,HALDIBARI,55752,18:40:00,16:45:00,55751,NJP,NEW JALPAIGURI,55,1,Pass,56
,,,,,,,,,,,,,,,,,,,,
GHY,Guwahati Lumding Passenger,NFR,0,0,0,0,0,0,,GUWAHATI,55811,12:30:00,06:00:00,55812,LMG,LUMDING JN,30,6,Pass,207
,,,,,,,,,,,,,,,,,,,,
GHY,Kapali Fast Passenger,NFR,0,0,0,0,0,0,,GUWAHATI,55815,12:00:00,10:10:00,55816,CPK,CHAPARMUKH JN,50,1,Pass,91
,,,,,,,,,,,,,,,,,,,,
CGL,Chengalpattu Arakkonam Passenger,SR,0,0,0,0,0,0,,CHENGALPATTU,56006,09:45:00,08:15:00,56005,AJJ,ARAKKONAM,30,1,Pass,63
,,,,,,,,,,,,,,,,,,,,
BGP,Bhagalpur Jamalpur Passenger,ER,0,0,0,0,0,0,,BHAGALPUR,53429,13:50:00,12:25:00,53430,JMP,JAMALPUR JN,25,1,Pass,60
,,,,,,,,,,,,,,,,,,,,
SBG,Sahibganj Jamalpur Passenger,ER,0,0,0,0,0,0,,SAHIBGANJ JN,53431,11:25:00,07:45:00,53432,JMP,JAMALPUR JN,40,3,Pass,135
,,,,,,,,,,,,,,,,,,,,
GHY,GUWAHATI - ALIPUR DUAR SIFUNG Pass,NFR,0,0,0,0,0,0,,GUWAHATI,55754,22:00:00,14:30:00,55753,APDJ,ALIPUR DUAR JN,30,7,Pass,285
,,,,,,,,,,,,,,,,,,,,
MHI,Manihari Katihar Pass,NFR,0,0,0,0,0,0,,Manihari,55755,09:35:00,08:30:00,55756,KIR,KATIHAR JN,5,1,Pass,24
,,,,,,,,,,,,,,,,,,,,
KIR,Katihar Manihari Pass,NFR,0,0,0,0,0,0,,KATIHAR JN,55756,07:50:00,06:45:00,55755,MHI,Manihari,5,1,Pass,24
,,,,,,,,,,,,,,,,,,,,
MHI,Manihari Katihar Pass,NFR,0,0,0,0,0,0,,Manihari,55757,13:20:00,12:15:00,55756,KIR,KATIHAR JN,5,1,Pass,24
,,,,,,,,,,,,,,,,,,,,
KIR,Katihar Manihari Pass,NFR,0,0,0,0,0,0,,KATIHAR JN,55758,11:35:00,10:30:00,55757,MHI,Manihari,5,1,Pass,24
,,,,,,,,,,,,,,,,,,,,
MHI,Manihari Katihar Pass,NFR,0,0,0,0,0,0,,Manihari,55759,19:35:00,18:30:00,55758,KIR,KATIHAR JN,5,1,Pass,24
,,,,,,,,,,,,,,,,,,,,
KIR,Katihar Manihari Pass,NFR,0,0,0,0,0,0,,KATIHAR JN,55760,17:50:00,16:45:00,55759,MHI,Manihari,5,1,Pass,24
,,,,,,,,,,,,,,,,,,,,
APDJ,Alipur Dwar Bamanhat Passenger,NFR,0,0,0,0,0,0,,ALIPUR DUAR JN,55791,07:17:00,06:30:00,55792,NCB,NEW COOCH BEHAR,47,0,Pass,22
,,,,,,,,,,,,,,,,,,,,
NCB,Bxt Alipur Duar Passenger,NFR,0,0,0,0,0,0,,NEW COOCH BEHAR,55792,19:10:00,18:15:00,55791,APDJ,ALIPUR DUAR JN,55,0,Pass,22
,,,,,,,,,,,,,,,,,,,,
NJP,New Jalpaiguri Bamanhat Passenger,NFR,0,0,0,0,0,0,,NEW JALPAIGURI,55793,14:05:00,08:00:00,,NCB,NEW COOCH BEHAR,5,6,Pass,191
,,,,,,,,,,,,,,,,,,,,
BXT,Bamanhat New Jalpaiguri Passenger,NFR,0,0,0,0,0,0,,Bamanhat,55794,18:05:00,09:40:00,,NJP,NEW JALPAIGURI,25,8,Pass,240
,,,,,,,,,,,,,,,,,,,,
GHY,Manas Rhino Passenger,NFR,0,0,0,0,0,0,,GUWAHATI,55802,21:50:00,17:30:00,55801,NBQ,NEW BONGAIGAON,20,4,Pass,157
,,,,,,,,,,,,,,,,,,,,
NBQ,New Bongaigaon Guwahati Passenger,NFR,0,0,0,0,0,0,,NEW BONGAIGAON,55805,09:50:00,05:25:00,55806,GHY,GUWAHATI,25,4,Pass,184
,,,,,,,,,,,,,,,,,,,,
GHY,Guwahati New Bongaigaon Passenger,NFR,0,0,0,0,0,0,,GUWAHATI,55806,20:50:00,16:25:00,55805,NBQ,NEW BONGAIGAON,25,4,Pass,184
,,,,,,,,,,,,,,,,,,,,
NBQ,New Bongaigaon Guwahati Passenger,NFR,0,0,0,0,0,0,,NEW BONGAIGAON,55809,21:05:00,16:20:00,55810,GHY,GUWAHATI,45,4,Pass,157
,,,,,,,,,,,,,,,,,,,,
LMG,Lumding Guwahati Passenger,NFR,0,0,0,0,0,0,,LUMDING JN,55812,21:45:00,14:30:00,55811,GHY,GUWAHATI,15,7,Pass,207
,,,,,,,,,,,,,,,,,,,,
CPK,Kapali Fast Passenger,NFR,0,0,0,0,0,0,,CHAPARMUKH JN,55816,16:00:00,14:02:00,55815,GHY,GUWAHATI,58,1,Pass,91
,,,,,,,,,,,,,,,,,,,,
CPK,Chaparmukh Silghat Town Passenger,?,0,0,0,0,0,0,,CHAPARMUKH JN,55817,07:55:00,05:30:00,55818,SHTT,Silghat Town,25,2,Pass,79
,,,,,,,,,,,,,,,,,,,,
SHTT,Silghat Town- Chaparmukh Passenger,?,0,0,0,0,0,0,,Silghat Town,55818,21:25:00,18:25:00,55817,CPK,CHAPARMUKH JN,0,3,Pass,81
,,,,,,,,,,,,,,,,,,,,
LMG,Lumding Tinsukia Passenger,NFR,0,0,0,0,0,0,,LUMDING JN,55901,20:00:00,06:30:00,55902,TSK,Tinsukia Junction,30,13,Pass,346
,,,,,,,,,,,,,,,,,,,,
TSK,Tinsukia Lumding Passenger,NFR,0,0,0,0,0,0,,Tinsukia Junction,55902,20:10:00,06:45:00,55901,LMG,LUMDING JN,25,13,Pass,346
,,,,,,,,,,,,,,,,,,,,
FKG,Furkating Mariani Passenger,NFR,0,0,0,0,0,0,,FURKATING JN,55903,19:15:00,16:05:00,55904,MXN,MARIANI JN,10,3,Pass,85
,,,,,,,,,,,,,,,,,,,,
MXN,Mariani Furkating Passenger,NFR,0,0,0,0,0,0,,MARIANI JN,55904,09:45:00,06:30:00,55903,FKG,FURKATING JN,15,3,Pass,85
,,,,,,,,,,,,,,,,,,,,
DBRT,Dibrugarh Ledo Passenger,NFR,0,0,0,0,0,0,,DIBRUGARH TOWN,55905,10:45:00,07:05:00,55906,LEDO,Ledo,40,3,Pass,103
,,,,,,,,,,,,,,,,,,,,
LEDO,Ledo Dibrugarh Passenger,NFR,0,0,0,0,0,0,,Ledo,55906,10:45:00,07:15:00,55907,DBRT,DIBRUGARH TOWN,30,3,Pass,103
,,,,,,,,,,,,,,,,,,,,
DBRT,Dibrugarh Ledo Passenger,NFR,0,0,0,0,0,0,,DIBRUGARH TOWN,55907,19:45:00,16:15:00,55908,LEDO,Ledo,30,3,Pass,103
,,,,,,,,,,,,,,,,,,,,
LEDO,Ledo Dibrugarh Passenger,NFR,0,0,0,0,0,0,,Ledo,55908,19:45:00,15:45:00,55907,DBRT,DIBRUGARH TOWN,0,4,Pass,103
,,,,,,,,,,,,,,,,,,,,
JTTN,Jorhat Town Tinsukia Passenger,NFR,0,0,0,0,0,0,,Jorhat Town,55913,11:45:00,05:45:00,55914,TSK,Tinsukia Junction,0,6,Pass,176
,,,,,,,,,,,,,,,,,,,,
TSK,Tinsukia Jorhat Town Passenger,NFR,0,0,0,0,0,0,,Tinsukia Junction,55914,20:25:00,14:15:00,55913,JTTN,Jorhat Town,10,6,Pass,176
,,,,,,,,,,,,,,,,,,,,
MAS,Chennai Arakkonam Passenger,SR,0,0,0,0,0,0,,CHENNAI CENTRAL,56001,14:55:00,13:15:00,56002,AJJ,ARAKKONAM,40,1,Pass,68
,,,,,,,,,,,,,,,,,,,,
AJJ,Arakkonam Chennai Passenger,SR,0,0,0,0,0,0,,ARAKKONAM,56002,22:40:00,21:00:00,56001,MAS,CHENNAI CENTRAL,40,1,Pass,68
,,,,,,,,,,,,,,,,,,,,
AJJ,Arakkonam Chengalpattu Passenger,SR,0,0,0,0,0,0,,ARAKKONAM,56003,07:15:00,05:50:00,56004,CGL,CHENGALPATTU,25,1,Pass,63
,,,,,,,,,,,,,,,,,,,,
AJJ,Arakkonam Chengulpattu Passenger,SR,0,0,0,0,0,0,,ARAKKONAM,56005,19:10:00,17:30:00,56006,CGL,CHENGALPATTU,40,1,Pass,63
,,,,,,,,,,,,,,,,,,,,
AJJ,Arakkonam Katpadi Passenger,SR,0,0,0,0,0,0,,ARAKKONAM,56007,22:15:00,20:40:00,56008,KPD,KATPADI JN,35,1,Pass,61
,,,,,,,,,,,,,,,,,,,,
KPD,Katpadi Arakkonam Passenger,SR,0,0,0,0,0,0,,KATPADI JN,56008,06:15:00,04:30:00,56007,AJJ,ARAKKONAM,45,1,Pass,61
,,,,,,,,,,,,,,,,,,,,
AJJ,Arakkonam Vellore Cantt Passenger,SR,0,0,0,0,0,0,,ARAKKONAM,56009,09:05:00,07:05:00,56010,VLR,VELLORE CANT,0,2,Pass,71
,,,,,,,,,,,,,,,,,,,,
VLR,Vellore Cantt. Arakkonam Passenger,SR,0,0,0,0,0,0,,VELLORE CANT,56010,18:45:00,16:10:00,56009,AJJ,ARAKKONAM,35,2,Pass,71
,,,,,,,,,,,,,,,,,,,,
AJJ,Arakkonam Nandalur Passenger,SR,0,0,0,0,0,0,,ARAKKONAM,56011,12:45:00,07:05:00,56012,NRE,NANDALUR,40,5,Pass,155
,,,,,,,,,,,,,,,,,,,,
NRE,Nandalur Arakkonam Passenger,SR,0,0,0,0,0,0,,NANDALUR,56012,20:05:00,13:25:00,56011,AJJ,ARAKKONAM,40,6,Pass,155
,,,,,,,,,,,,,,,,,,,,
AJJ,Arakkonam-Vellore Cantt Passenger,SR,0,0,0,0,0,0,,ARAKKONAM,56013,14:35:00,12:30:00,56014,VLR,VELLORE CANT,5,2,Pass,71
,,,,,,,,,,,,,,,,,,,,
MS,Chennai Pondicherry Passenger,SR,0,0,0,0,0,0,,CHENNAI EGMORE,56037,11:05:00,06:35:00,56038,PDY,Puducherry,30,4,Pass,196
,,,,,,,,,,,,,,,,,,,,
PDY,Pondicherry Chennai Passenger,SR,0,0,0,0,0,0,,Puducherry,56038,19:45:00,14:40:00,56037,MS,CHENNAI EGMORE,5,5,Pass,196
,,,,,,,,,,,,,,,,,,,,
KMU,Kumbakonam Thanjavur Passenger,SR,0,0,0,0,0,0,,KUMBAKONAM,56039,09:15:00,08:05:00,56040,TJ,THANJAVUR,10,1,Pass,39
,,,,,,,,,,,,,,,,,,,,
TJ,Thanjavur Kumbakonam Passenger,SR,0,0,0,0,0,0,,THANJAVUR,56040,19:30:00,18:05:00,56039,KMU,KUMBAKONAM,25,1,Pass,39
,,,,,,,,,,,,,,,,,,,,
CMNR,CHAMARAJANAGAR - TIRUPATI Fast Passenger,SWR,0,0,0,1,0,1,,CHAMARAJANAGAR,56213,05:35:00,15:00:00,56214,TPTY,TIRUPATI MAIN,35,14,Pass,535
,,,,,,,,,,,,,,,,,,,,
PDY,Puducherry-Tirupati Passenger,SR,0,0,0,0,0,0,,Puducherry,56042,22:40:00,13:50:00,56041,TPTY,TIRUPATI MAIN,50,8,Pass,284
,,,,,,,,,,,,,,,,,,,,
GUV,Guruvayur Thrissur Passenger,SR,0,0,0,0,0,0,,GURUVAYUR,56043,17:40:00,17:05:00,56044,TCR,THRISUR,35,0,Pass,23
,,,,,,,,,,,,,,,,,,,,
TCR,Thrissur Guruvayur Passenger,SR,0,0,0,0,0,0,,THRISUR,56044,19:30:00,18:55:00,56043,GUV,GURUVAYUR,35,0,Pass,23
,,,,,,,,,,,,,,,,,,,,
NCJ,Nagercoil Cape Passenger,SR,0,0,0,0,0,0,,NAGERCOIL JN,56045,16:20:00,16:00:00,56046,CAPE,KANYAKUMARI,20,0,Pass,15
,,,,,,,,,,,,,,,,,,,,
CAPE,Kanyakumari Nagercoil Passenger,SR,0,0,0,0,0,0,,KANYAKUMARI,56046,07:45:00,07:20:00,56045,NCJ,NAGERCOIL JN,25,0,Pass,15
,,,,,,,,,,,,,,,,,,,,
SA,Salem Mtdm Passenger,SR,0,0,0,0,0,0,,SALEM JN,56102,18:45:00,17:30:00,56103,MTDM,METUR DAM,15,1,Pass,39
,,,,,,,,,,,,,,,,,,,,
MTDM,Mettur Dam Salem Passenger,SR,0,0,0,0,0,0,,METUR DAM,56103,10:35:00,09:05:00,56102,SA,SALEM JN,30,1,Pass,39
,,,,,,,,,,,,,,,,,,,,
MTP,Mettupalayam-Ooty Passenger,SR,0,0,0,1,0,0,,Mettupalayam,56136,12:00:00,07:10:00,56137,UAM,Udagamandalam,50,4,Pass,46
,,,,,,,,,,,,,,,,,,,,
UAM,Ooty-Mettupalayam Passenger,SR,0,0,0,1,0,0,,Udagamandalam,56137,17:35:00,14:00:00,56136,MTP,Mettupalayam,35,3,Pass,46
,,,,,,,,,,,,,,,,,,,,
UAM,Coonoor Passenger,SR,0,0,0,1,0,0,,Udagamandalam,56139,10:25:00,09:15:00,56138,ONR,Coonoor,10,1,Pass,19
,,,,,,,,,,,,,,,,,,,,
UAM,Udagamandalam Coonoor Passenger,SR,0,0,0,0,0,0,,Udagamandalam,56140,19:10:00,18:00:00,56141,ONR,Coonoor,10,1,Pass,19
,,,,,,,,,,,,,,,,,,,,
ONR,Coonoor Udagamandalam Passenger,SR,0,0,0,0,0,0,,Coonoor,56141,09:05:00,07:45:00,56142,UAM,Udagamandalam,20,1,Pass,19
,,,,,,,,,,,,,,,,,,,,
UAM,(Ooty)Udagamandalam Coonoor Passenger,SR,0,0,0,0,0,0,,Udagamandalam,56142,13:20:00,12:15:00,56141,ONR,Coonoor,5,1,Pass,19
,,,,,,,,,,,,,,,,,,,,
ONR,Udhagamandalam Passenger,SR,0,0,0,0,0,0,,Coonoor,56143,13:50:00,12:35:00,56142,UAM,Udagamandalam,15,1,Pass,19
,,,,,,,,,,,,,,,,,,,,
CBE,Coimbatore Mettupalaiyam Passenger,SR,0,0,0,0,0,0,,COIMBATORE JN,56144,18:45:00,17:55:00,56145,MTP,Mettupalayam,50,0,Pass,35
,,,,,,,,,,,,,,,,,,,,
MTP,Mettupalaiyam Coimbatore Passenger,SR,0,0,0,0,0,0,,Mettupalayam,56145,09:10:00,08:15:00,56144,CBE,COIMBATORE JN,55,0,Pass,35
,,,,,,,,,,,,,,,,,,,,
CBE,Coimbatore-Mettupalayam Passenger,SR,0,0,0,0,0,0,,COIMBATORE JN,56146,10:20:00,09:30:00,56145,MTP,Mettupalayam,50,0,Pass,35
,,,,,,,,,,,,,,,,,,,,
MTP,Mettupalayam-Coimbatore Passenger,SR,0,0,0,0,0,0,,Mettupalayam,56147,11:30:00,10:40:00,56148,CBE,COIMBATORE JN,50,0,Pass,35
,,,,,,,,,,,,,,,,,,,,
CBE,CoimbatoreMettupalayam Passenger,SR,0,0,0,0,0,0,,COIMBATORE JN,56148,12:50:00,12:00:00,56147,MTP,Mettupalayam,50,0,Pass,35
,,,,,,,,,,,,,,,,,,,,
MTP,MettupalayamCoimbatore Passenger,SR,0,0,0,0,0,0,,Mettupalayam,56149,14:00:00,13:10:00,56148,CBE,COIMBATORE JN,50,0,Pass,35
,,,,,,,,,,,,,,,,,,,,
CBE,CoimbatoreMettupalayam Passenger,SR,0,0,0,0,0,0,,COIMBATORE JN,56150,15:50:00,15:00:00,56149,MTP,Mettupalayam,50,0,Pass,35
,,,,,,,,,,,,,,,,,,,,
MTP,MettupalayamCoimbatore Passenger,SR,0,0,0,0,0,0,,Mettupalayam,56151,17:10:00,16:20:00,56150,CBE,COIMBATORE JN,50,0,Pass,35
,,,,,,,,,,,,,,,,,,,,
CMNR,Chamrajnagar Mysore Passenger,SWR,0,0,0,0,0,0,,CHAMARAJANAGAR,56201,09:00:00,07:10:00,56202,MYS,MYSORE JN,50,1,Pass,61
,,,,,,,,,,,,,,,,,,,,
MYS,Mysore Chamrajnagar passenger,SWR,0,0,0,0,0,0,,MYSORE JN,56202,06:45:00,05:00:00,56201,CMNR,CHAMARAJANAGAR,45,1,Pass,61
,,,,,,,,,,,,,,,,,,,,
CMNR,Chamarajnagar Mysore passenger,SWR,0,0,0,0,0,0,,CHAMARAJANAGAR,56203,13:00:00,11:10:00,56202,MYS,MYSORE JN,50,1,Pass,61
,,,,,,,,,,,,,,,,,,,,
MYS,Mysore Chamrajnagar Passenger,SWR,0,0,0,0,0,0,,MYSORE JN,56204,09:10:00,07:20:00,56203,CMNR,CHAMARAJANAGAR,50,1,Pass,61
,,,,,,,,,,,,,,,,,,,,
NTW,Nanjangud Mysore Passenger,SWR,0,0,0,0,0,0,,NANJANGUD TOWN,56205,11:40:00,10:45:00,56206,MYS,MYSORE JN,55,0,Pass,25
,,,,,,,,,,,,,,,,,,,,
MYS,Nanjangud Mysore Passenger,SWR,0,0,0,0,0,0,,MYSORE JN,56206,10:00:00,09:15:00,56205,NTW,NANJANGUD TOWN,45,0,Pass,25
,,,,,,,,,,,,,,,,,,,,
CMNR,Chamrajnagar Mysore Passenger,SWR,0,0,0,0,0,0,,CHAMARAJANAGAR,56209,19:50:00,18:00:00,56210,MYS,MYSORE JN,50,1,Pass,61
,,,,,,,,,,,,,,,,,,,,
MYS,Mysore Chamrajnagar passenger,SWR,0,0,0,0,0,0,,MYSORE JN,56210,14:20:00,12:30:00,56209,CMNR,CHAMARAJANAGAR,50,1,Pass,61
,,,,,,,,,,,,,,,,,,,,
CMNR,Chamrajnagar Mysore Passenger,SWR,0,0,0,0,0,0,,CHAMARAJANAGAR,56211,22:40:00,20:50:00,56210,MYS,MYSORE JN,50,1,Pass,61
,,,,,,,,,,,,,,,,,,,,
MYS,Chamrajnagar Passenger,SWR,0,0,0,0,0,0,,MYSORE JN,56212,20:35:00,18:45:00,56211,CMNR,CHAMARAJANAGAR,50,1,Pass,61
,,,,,,,,,,,,,,,,,,,,
SBC,Bangalore Tumkur Passenger,SWR,0,0,0,0,0,0,,BANGALORE CITY JN,56221,11:05:00,09:20:00,56222,TK,TUMKUR,45,1,Pass,70
,,,,,,,,,,,,,,,,,,,,
TK,Tumkur Bangalore Passenger,SWR,0,0,0,0,0,0,,TUMKUR,56222,13:10:00,11:20:00,56221,SBC,BANGALORE CITY JN,50,1,Pass,70
,,,,,,,,,,,,,,,,,,,,
SBC,Bangalore Arisikere Passenger,SWR,0,0,0,0,0,0,,BANGALORE CITY JN,56223,22:45:00,18:20:00,56224,ASK,ARSIKERE JN,25,4,Pass,167
,,,,,,,,,,,,,,,,,,,,
ASK,Arisikere Bangalore Passenger,SWR,0,0,0,0,0,0,,ARSIKERE JN,56224,09:10:00,05:00:00,56223,SBC,BANGALORE CITY JN,10,4,Pass,167
,,,,,,,,,,,,,,,,,,,,
SBC,Bangalore Tumkur Passenger,SWR,0,0,0,0,0,0,,BANGALORE CITY JN,56225,15:25:00,13:40:00,56226,TK,TUMKUR,45,1,Pass,70
,,,,,,,,,,,,,,,,,,,,
TK,Tumkur Bangalore passenger,SWR,0,0,0,0,0,0,,TUMKUR,56226,17:40:00,15:50:00,56225,SBC,BANGALORE CITY JN,50,1,Pass,70
,,,,,,,,,,,,,,,,,,,,
SBC,Bangalore Shimoga Town Passenger,SWR,0,0,0,0,0,0,,BANGALORE CITY JN,56227,23:55:00,16:45:00,56228,SMET,Shimoga Town,10,7,Pass,276
,,,,,,,,,,,,,,,,,,,,
SMET,Shimoga Bangalore Passenger,SWR,0,0,0,0,0,0,,Shimoga Town,56228,11:20:00,04:00:00,56227,SBC,BANGALORE CITY JN,20,7,Pass,276
,,,,,,,,,,,,,,,,,,,,
MYS,Mysore Bangalore Passenger,SWR,0,0,0,0,0,0,,MYSORE JN,56229,12:10:00,08:20:00,56230,SBC,BANGALORE CITY JN,50,3,Pass,137
,,,,,,,,,,,,,,,,,,,,
SBC,Bangalore Mysore Passenger,SWR,0,0,0,0,0,0,,BANGALORE CITY JN,56230,20:05:00,16:25:00,56229,MYS,MYSORE JN,40,3,Pass,137
,,,,,,,,,,,,,,,,,,,,
MYS,Mysore Bangalore (PUSH-PULL) Passenger,SWR,0,0,0,0,0,0,,MYSORE JN,56231,09:10:00,05:50:00,56230,SBC,BANGALORE CITY JN,20,3,Pass,137
,,,,,,,,,,,,,,,,,,,,
SBC,Bangalore Mysore (PUSH-PULL) Passenger(Shuttle),SWR,0,0,0,0,0,0,,BANGALORE CITY JN,56232,13:35:00,09:30:00,56231,MYS,MYSORE JN,5,4,Pass,137
,,,,,,,,,,,,,,,,,,,,
SBC,Bangalore Mysore Passenger,SWR,0,0,0,0,0,0,,BANGALORE CITY JN,56233,08:55:00,05:15:00,56234,MYS,MYSORE JN,40,3,Pass,138
,,,,,,,,,,,,,,,,,,,,
MYS,Mysore Bangalore Passenger,SWR,0,0,0,0,0,0,,MYSORE JN,56234,22:25:00,18:50:00,56233,SBC,BANGALORE CITY JN,35,3,Pass,138
,,,,,,,,,,,,,,,,,,,,
MYS,Mysore Bangalore (PUSH-PULL) Passenger,SWR,0,0,0,0,0,0,,MYSORE JN,56237,18:00:00,14:25:00,56238,SBC,BANGALORE CITY JN,35,3,Pass,137
,,,,,,,,,,,,,,,,,,,,
CGL,Chengalpattu Arakkonam Passenger,SR,0,0,0,0,0,0,,CHENGALPATTU,56004,21:45:00,20:15:00,56005,AJJ,ARAKKONAM,30,1,Pass,63
,,,,,,,,,,,,,,,,,,,,
SBC,Bangalore Mysore (PUSH-PULL) Passenger,SWR,0,0,0,0,0,0,,BANGALORE CITY JN,56238,22:40:00,19:00:00,56237,MYS,MYSORE JN,40,3,Pass,137
,,,,,,,,,,,,,,,,,,,,
SMET,Shimoga Birur Passenger,SWR,0,0,0,0,0,0,,Shimoga Town,56239,09:55:00,08:10:00,56240,RRB,BIRUR JN,45,1,Pass,63
,,,,,,,,,,,,,,,,,,,,
RRB,Birur Shimoga Passenger,SWR,0,0,0,0,0,0,,BIRUR JN,56240,19:35:00,17:45:00,56239,SMET,Shimoga Town,50,1,Pass,63
,,,,,,,,,,,,,,,,,,,,
SA,Salem Yesvantpur passenger,SWR,0,0,0,0,0,0,,SALEM JN,56241,10:45:00,05:20:00,56242,YPR,YESVANTPUR JN,25,5,Pass,225
,,,,,,,,,,,,,,,,,,,,
YPR,Yesvantpur Salem passenger,SWR,0,0,0,0,0,0,,YESVANTPUR JN,56242,21:25:00,16:05:00,56241,SA,SALEM JN,20,5,Pass,225
,,,,,,,,,,,,,,,,,,,,
SBC,BANGALORE - ARAKKONAM Passenger,SWR,0,0,0,0,0,0,,BANGALORE CITY JN,56262,20:50:00,09:20:00,56261,AJJ,ARAKKONAM,30,11,Pass,290
,,,,,,,,,,,,,,,,,,,,
MYS,Night Queen Passenger,SWR,0,0,0,0,0,1,,MYSORE JN,56263,04:00:00,23:55:00,56264,SBC,BANGALORE CITY JN,5,4,Pass,139
,,,,,,,,,,,,,,,,,,,,
SBC,Night Queen Passenger,SWR,0,0,0,0,0,1,,BANGALORE CITY JN,56264,04:00:00,23:55:00,56263,MYS,MYSORE JN,5,4,Pass,139
,,,,,,,,,,,,,,,,,,,,
ASK,Arsikere Mysore Passenger,SWR,0,0,0,0,0,0,,ARSIKERE JN,56265,22:00:00,17:45:00,56266,MYS,MYSORE JN,15,4,Pass,167
,,,,,,,,,,,,,,,,,,,,
MYS,Mysore Arsikere Passenger,SWR,0,0,0,0,0,0,,MYSORE JN,56266,11:35:00,07:30:00,56265,ASK,ARSIKERE JN,5,4,Pass,167
,,,,,,,,,,,,,,,,,,,,
MYS,Mysore Arsikere Passenger,SWR,0,0,0,0,0,0,,MYSORE JN,56268,22:35:00,18:20:00,56267,ASK,ARSIKERE JN,15,4,Pass,167
,,,,,,,,,,,,,,,,,,,,
SMET,Shimoga Mysore Passenger,SWR,0,0,0,0,0,0,,Shimoga Town,56269,16:55:00,10:30:00,56270,MYS,MYSORE JN,25,6,Pass,276
,,,,,,,,,,,,,,,,,,,,
MYS,Mysore Shimoga Passenger,SWR,0,0,0,0,0,0,,MYSORE JN,56270,16:30:00,10:05:00,56269,SMET,Shimoga Town,25,6,Pass,276
,,,,,,,,,,,,,,,,,,,,
SMET,Shimoga Birur Passenger,SWR,0,0,0,0,0,0,,Shimoga Town,56271,19:45:00,18:00:00,56272,RRB,BIRUR JN,45,1,Pass,63
,,,,,,,,,,,,,,,,,,,,
RRB,Birur Shimoga Town Passenger,SWR,0,0,0,0,0,0,,BIRUR JN,56272,09:45:00,08:00:00,56271,SMET,Shimoga Town,45,1,Pass,63
,,,,,,,,,,,,,,,,,,,,
